,Unnamed: 0,#,Name,Article,Ring,Date,Links.1,Id_second_page
1090,0,208,"CSI 2* $36,600 Groulx Large Tour 1.45m Grand Prix",Jump Off,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-25,/results?id=15309&show=657,657
1091,1,207,"CSI 2* $15,000 Cabana Coast Medium Tour 1.25m",Jump Off,X JUMPER AMEX,2021-07-25,/results?id=15308&show=657,657
1092,2,206,"CSI 2* $7,500 Callidae Small Tour 1.15m",Jump Off,X JUMPER AMEX,2021-07-25,/results?id=15307&show=657,657
1093,3,505,"CSI 5* $230,000 TraverseCity.com MLSJ Grand Prix",Jump Off,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-25,/results?id=15300&show=657,657
1094,4,504,"CSI 5* $72,900 1.45m Winning Round",Winning Round,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-25,/results?id=15299&show=657,657
1095,5,503,5* MLSJ Team Competition CSI 5*,MLSJ Team Competition,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-24,/results?id=15298&show=657,657
1096,6,502,"CSI5* $36,600 1.45m Speed",Table C,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-24,/results?id=15297&show=657,657
1097,7,205,"CSI 2* $36,600 Groulx Family Large Tour1.45m",Speed,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-23,/results?id=15306&show=657,657
1098,8,204,"CSI 2* $3,000 Cabana Coast Medium Tour 1.25m",Speed,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-23,/results?id=15305&show=657,657
1099,9,203,CSI 2* Callidae Small Tour 1.15m Speed,Speed,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-23,/results?id=15304&show=657,657
1100,10,501,"CSI 5* $72,900 Premier Equestrian 1.50m",Jump Off,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-23,/results?id=15296&show=657,657
1101,11,500,"CSI 5* $1,000 1.40m Two Phase",Two Phases,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-23,/results?id=15295&show=657,657
1102,12,100,Riders Welcome Party,Top Score,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-22,/results?id=15405&show=657,657
1103,13,202,"CSI 2* $5,000 Groulx Family Large Tour",Two Phases,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-22,/results?id=15303&show=657,657
1104,14,201,"CSI 2* $3,000 Cabana Coast Medium Tour 1.25m",Jump Off,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-22,/results?id=15302&show=657,657
1105,15,200,"CSI 2* $2,000 Callidae Small Tour 1.15m",Jump Off,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-22,/results?id=15301&show=657,657
1106,0,10,Promo 1.00,Speed,Pista 1,2021-07-17,/results?id=15294&show=669,669
1107,1,9,A: Menores / B: Mayores 0.90 / C: CN4 Años,Tiempo Ideal,Pista 1,2021-07-17,/results?id=15293&show=669,669
1108,2,8,A: Menores / B: Mayores 0.80,Tiempo Ideal,Pista 1,2021-07-17,/results?id=15292&show=669,669
1109,3,7,A: Menores / B: Mayores 0.70,Tiempo Ideal,Pista 1,2021-07-17,/results?id=15291&show=669,669
1110,4,6,Jinetes 1.40,Jump Off,Pista 1,2021-07-17,/results?id=15290&show=669,669
1111,5,5,Jinetes 1.30,Jump Off,Pista 1,2021-07-17,/results?id=15289&show=669,669
1112,6,4,A: Jinetes 1.20,Speed,Pista 1,2021-07-17,/results?id=15288&show=669,669
1113,7,3,A: Jinetes / B: Jinetes de Primera / C: CN6A 1.10,Speed,Pista 1,2021-07-17,/results?id=15287&show=669,669
1114,8,2,D: CN5A 1.00,Tiempo Ideal 2 Recorridos,Pista 1,2021-07-17,/results?id=15286&show=669,669
1115,0,7,A)Amateur Prix 1.05 B)Libre 1.05M,Speed,Arena,2021-07-18,/results?id=15284&show=665,665
1116,1,6,"A) Petite Prix 0,90 M B)Libre 0.90",Tiempo Ideal,Arena,2021-07-18,/results?id=15283&show=665,665
1117,2,5,GRAN PRIX 1.40M,Jump Off,Arena,2021-07-18,/results?id=15282&show=665,665
1118,3,4,A) Mini Prix 1.30M B) Libre 1.30,238 2.2 / 245.3 Desempate Sucesivo,Arena,2021-07-18,/results?id=15281&show=665,665
1119,4,3,A)Preliminar Prix 1.20M B) Libre1.20,238 2.2 / 245.3 Desempate Sucesivo,Arena,2021-07-18,/results?id=15280&show=665,665
1120,5,2,Novicios 1.15M,Art. 238.1.1,Arena,2021-07-18,/results?id=15279&show=665,665
1121,6,1,Prenovicios 1.05M,Art. 238.1.1,Arena,2021-07-18,/results?id=15278&show=665,665
1122,7,14,Abierta 1.30 M,Speed,Arena,2021-07-17,/results?id=15277&show=665,665
1123,8,3,FEI Jumping Challenge Categoría A,Dos Recorridos Art. 273.3.3.2,Arena,2021-07-17,/results?id=15276&show=665,665
1124,9,13,Abierta 1.20 M,Speed,Arena,2021-07-17,/results?id=15275&show=665,665
1125,10,12,Jinetes B,Speed,Arena,2021-07-17,/results?id=15274&show=665,665
1126,11,2,FEI Jumping Challenge Categoría B,Dos Recorridos Art. 273.3.3.2,Arena,2021-07-17,/results?id=15273&show=665,665
1127,12,11,Infantil A,Speed,Arena,2021-07-17,/results?id=15272&show=665,665
1128,13,10,A ( Abierta 1.10 M B ( Libre 1.10 M,Speed,Arena,2021-07-17,/results?id=15271&show=665,665
1129,14,9,Jinetes C,Speed,Arena,2021-07-17,/results?id=15270&show=665,665
1130,15,1,FEI Jumping Challenge Categoría C,Dos Recorridos Art. 273.3.3.2,Arena,2021-07-17,/results?id=15269&show=665,665
1131,16,8,Infantil B 1.00 M,Speed,Arena,2021-07-17,/results?id=15268&show=665,665
1132,17,7,A ( Abierta 1.00 M B ( Libre 1.00 M,Speed,Arena,2021-07-17,/results?id=15267&show=665,665
1133,18,6,Preinfantiles 0.90 M,Tiempo Ideal,Arena,2021-07-17,/results?id=15266&show=665,665
1134,19,5,Jinetes D 0.90 M,Speed,Arena,2021-07-17,/results?id=15265&show=665,665
1135,20,4,A ( Abierta 0.80 M B ( Libre 0.80 M,Tiempo Ideal,Arena,2021-07-17,/results?id=15264&show=665,665
1136,21,12,Juvenil 1.30M,Speed,Arena,2021-07-16,/results?id=15263&show=665,665
1137,22,11,Abierta 1.30M,Speed,Arena,2021-07-16,/results?id=15262&show=665,665
1138,23,3,FEI Jumping Challenge Categoría A,Dos Recorridos Art. 273.3.3.2,Arena,2021-07-16,/results?id=15261&show=665,665
1139,24,10,Prejuvenil,Speed,Arena,2021-07-16,/results?id=15260&show=665,665
1140,25,9,A( Abierta 1.20 M,Speed,Arena,2021-07-16,/results?id=15259&show=665,665
1141,26,2,FEI Jumping Challenge Categoría B,Dos Recorridos Art. 273.3.3.2,Arena,2021-07-16,/results?id=15258&show=665,665
1142,27,8,Novicios 1.10 M,Art. 238.1.1,Arena,2021-07-16,/results?id=15257&show=665,665
1143,28,7,A( Abierta 1.10 M B( Libre 1.10 M,Speed,Arena,2021-07-16,/results?id=15256&show=665,665
1144,29,1,FEI Jumping Challenge Categoría C,Dos Recorridos Art. 273.3.3.2,Arena,2021-07-16,/results?id=15255&show=665,665
1145,30,6,Prenovicios 1.00 M,Art. 238.1.1,Arena,2021-07-16,/results?id=15254&show=665,665
1146,31,5,A( Abierta 1.00 M B( Libre 1.00 M,Speed,Arena,2021-07-16,/results?id=15253&show=665,665
1147,32,4,A( Abierta 0.90 M B( Libre 0.90 M,Tiempo Ideal,Arena,2021-07-16,/results?id=15252&show=665,665
1148,0,505,"CSI 5* $230,000 MLSJ Grand Prix",Jump Off,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-18,/results?id=15124&show=648,648
1149,1,504,"CSI 5* $72,900 Premier Equestrian 1.45m",Winning Round,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-18,/results?id=15123&show=648,648
1150,2,208,"CSI 2* $36,600 NetJets Large Tour Grand Prix 1.45",Jump Off,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-18,/results?id=15118&show=648,648
1151,3,503,5* MLSJ Team Competition CSI 5*,MLSJ Team Competition,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-17,/results?id=15122&show=648,648
1152,4,502,"CSI 5* $36,600 Innovo Development Group 1.45m",Table C,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-17,/results?id=15121&show=648,648
1153,5,207,"CSI 2* $15,000 Cabana Coast Medium Tour 1.25m",Jump Off,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-17,/results?id=15117&show=648,648
1154,6,206,"CSI 2* $7,500 Callidae Small Tour 1.15m",Jump Off,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-17,/results?id=15116&show=648,648
1155,7,501,"CSI 5* $72,900 Honor Hill Farm 1.50m",Jump Off,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-16,/results?id=15120&show=648,648
1156,8,500,"CSI 5* $1,000 1.40m Two Phase",Two Phases,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-16,/results?id=15119&show=648,648
1157,9,205,"CSI 2* $36,600 NetJets Large Tour 1.45m",Speed,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-16,/results?id=15115&show=648,648
1158,10,204,"CSI 2* $3,000 Cabana Coast Medium Tour 1.25m",Speed,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-16,/results?id=15114&show=648,648
1159,11,203,CSI 2* Callidae Small Tour 1.15m Speed,Speed,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-16,/results?id=15113&show=648,648
1160,12,202,"CSI 2* $5,000 NetJets Large Tour",Two Phases,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-15,/results?id=15112&show=648,648
1161,13,201,"CSI 2* $3,000 Cabana Coast Medium Tour 1.25m",Jump Off,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-15,/results?id=15111&show=648,648
1162,14,200,"CSI 2* $2,000 Callidae Small Tour 1.15m",Jump Off,TURTLE CREEK CASINO INTERNATIONAL RING,2021-07-15,/results?id=15110&show=648,648
1163,0,7,140,Jump Off,Verde,2021-11-07,/results?id=15219&show=663,663
1164,1,6,130,Jump Off,Verde,2021-11-07,/results?id=15218&show=663,663
1165,2,5,120,Jump Off,Verde,2021-11-07,/results?id=15217&show=663,663
1166,3,4,110 A:Mayores - B:Menores,Jump Off,Verde,2021-11-07,/results?id=15216&show=663,663
1167,4,3,100 A:Mayores - B:Menores,Jump Off,Verde,2021-11-07,/results?id=15215&show=663,663
1168,5,2,090 A:Mayores - B:Menores,Tiempo Ideal,Verde,2021-11-07,/results?id=15214&show=663,663
1169,6,1,080 A:Mayores - B:Menores,Tiempo Ideal,Verde,2021-11-07,/results?id=15213&show=663,663
1170,0,27,(A) Principiantes 0.60 / (B) Cruces,Tiempo Ideal,P2,2021-09-05,/results?id=14007&show=609,609
1171,1,26,(A) Abierta 0.90 / (B) Libre 0.90,Two Phases,P2,2021-09-05,/results?id=14004&show=609,609
1172,2,22,(A) Abierta 1.10 / (B) Libre 1.10,Jump Off,P1,2021-09-05,/results?id=14002&show=609,609
1173,3,21,(A) Abierta 1.00 / (B) Libre 1.00,Speed,P1,2021-09-05,/results?id=14000&show=609,609
1174,4,25,Principiantes 0.70 - 0.75,Tiempo Ideal,P2,2021-09-05,/results?id=13996&show=609,609
1175,5,24,Libre 1.30,Speed,P1,2021-09-05,/results?id=13989&show=609,609
1176,6,23,Libre 1.20,Jump Off,P1,2021-09-05,/results?id=13988&show=609,609
1177,7,20,(A) Principiantes 0.60 / (B) Cruces,Tiempo Ideal 2 Recorridos,P2,2021-08-05,/results?id=14006&show=609,609
1178,8,18,(A) Abierta 0.90 / (B) Libre 0.90,Two Phases,P2,2021-08-05,/results?id=13999&show=609,609
1179,9,17,(A) Abierta 1.00 / (B) Libre 1.00,Two Phases,P1,2021-08-05,/results?id=13998&show=609,609
1180,10,16,(A) Abierta 1.10 / (B) Libre 1.10,Two Phases,P1,2021-08-05,/results?id=13997&show=609,609
1181,11,19,Principiantes 0.70 - 0.75,Tiempo Ideal,P2,2021-08-05,/results?id=13995&show=609,609
1182,12,15,Libre 1.30,Speed,P1,2021-08-05,/results?id=13987&show=609,609
1183,13,14,Libre 1.20,Speed,P1,2021-08-05,/results?id=13986&show=609,609
1184,14,13,(A) Principiantes 0.60 / (B) Cruces,Tiempo Ideal 2 Recorridos,P2,2021-07-05,/results?id=14005&show=609,609
1185,15,12,Libre 0.75,Tiempo Ideal,P2,2021-07-05,/results?id=13994&show=609,609
1186,16,11,Libre 0.95,Jump Off,P2,2021-07-05,/results?id=13993&show=609,609
1187,17,10,Libre 1.05,Special Two Phases,P1,2021-07-05,/results?id=13985&show=609,609
1188,18,9,Libre 1.35,Jump Off,P1,2021-07-05,/results?id=13984&show=609,609
1189,19,8,Libre 1.25,Special Two Phases,P1,2021-07-05,/results?id=13983&show=609,609
1190,20,7,Libre 1.10,Jump Off,P1,2021-07-05,/results?id=13976&show=609,609
1191,21,6,Principiantes 0.60,Tiempo Ideal,P2,2021-06-05,/results?id=13992&show=609,609
1192,22,5,Libre 0.85,Special Two Phases,P2,2021-06-05,/results?id=13991&show=609,609
1193,23,4,Libre 0.95,Special Two Phases,P2,2021-06-05,/results?id=13990&show=609,609
1194,24,3,Libre 1.05,Speed,P1,2021-06-05,/results?id=13974&show=609,609
1195,25,2,Libre 1.15,Two Phases,P1,2021-06-05,/results?id=13965&show=609,609
1196,26,1,Libre 1.25,Speed,P1,2021-06-05,/results?id=13964&show=609,609
1197,0,10B,Jinetes D Abierta 1.10,238 1.1.2,Principal,2021-11-07,/results?id=15143&show=653,653
1198,1,10A,Pre Inf - Debutantes 1.10,238 1.1.2,Principal,2021-11-07,/results?id=15142&show=653,653
1199,2,10,Caballos Novicios B 1.10,238 1.1.2,Principal,2021-11-07,/results?id=15141&show=653,653
1200,3,9,Equipos Plata Jin C - C Nov A - Inf Abierta 1.20,Jump Off,Principal,2021-11-07,/results?id=15140&show=653,653
1201,4,8,Equip Oro - Pre J - Cab 7 A - Inf 1.30,Jump Off,Principal,2021-11-07,/results?id=15139&show=653,653
1202,5,7,Juveniles - Abierta 1.40,Jump Off,Principal,2021-11-07,/results?id=15138&show=653,653
1203,6,6,Gran Premio Jin A Abierta 1.45,Jump Off,Principal,2021-11-07,/results?id=15137&show=653,653
1204,7,4Reg,A Criadores 0.90,Art. 238.1.1,Principal,2021-10-07,/results?id=15136&show=653,653
1205,8,3Reg,A Niños C - B TCR - C Eq Adap Men y D May Abierta 0.90,Art. 238.1.1,Principal,2021-10-07,/results?id=15135&show=653,653
1206,9,2Reg,A Criadores 0.80,Art. 238.1.1,Principal,2021-10-07,/results?id=15134&show=653,653
1207,10,1Reg,A Niños C - B TCR - C Eq Adap Men y D May Abierta 0.80,Art. 238.1.1,Principal,2021-10-07,/results?id=15133&show=653,653
1208,11,5,Juveniles - Abierta 1.30,Speed,Principal,2021-10-07,/results?id=15132&show=653,653
1209,12,4,Jin B - Pre Juv - Cab 7 A - Abierta 1.25,Speed,Principal,2021-10-07,/results?id=15131&show=653,653
1210,13,3,Jin C - Cab Nov A - Inf 1.15,Speed,Principal,2021-10-07,/results?id=15130&show=653,653
1211,14,2B,Jin D - Abierta 1.05,Speed,Principal,2021-10-07,/results?id=15129&show=653,653
1212,15,2A,Pre Inf - Debutantes 1.05,Art. 238.1.1,Principal,2021-10-07,/results?id=15128&show=653,653
1213,16,2,Caballos Novicio B 1.05,Art. 238.1.1,Principal,2021-10-07,/results?id=15127&show=653,653
1214,17,1,Jinetes A - Abierta 1.40,Table C,Principal,2021-10-07,/results?id=15126&show=653,653
1215,18,0,Solicitud de cuadras,Training,,2021-10-07,/results?id=15125&show=653,653
1216,0,7,A) Amateur Prix 1.05M B) Libre 1.05M,238 2.2 / 245.3 Desempate Sucesivo,Arena,2021-11-07,/results?id=15191&show=656,656
1217,1,6,A) Petite Prix 0.90M / B) Libre 0.90M,238 2.2 / 245.3 Desempate Sucesivo,Arena,2021-11-07,/results?id=15190&show=656,656
1218,2,5,Gran Prix 1.40M,Jump Off,Arena,2021-11-07,/results?id=15189&show=656,656
1219,3,4,Mini Prix1.30M,238 2.2 / 245.3 Desempate Sucesivo,Arena,2021-11-07,/results?id=15188&show=656,656
1220,4,3,A) Preliminar Prix 1.20M B) Libre 1.20M,238 2.2 / 245.3 Desempate Sucesivo,Arena,2021-11-07,/results?id=15187&show=656,656
1221,5,2,Novicios 1.10M,Art. 238.1.1,Arena,2021-11-07,/results?id=15186&show=656,656
1222,6,1,Prenovicios 1.00M,Art. 238.1.1,Arena,2021-11-07,/results?id=15185&show=656,656
1223,7,12,Prueba Especial,Speed,Arena,2021-10-07,/results?id=15184&show=656,656
1224,8,11,"Pre juvenil 1,20M",238 2.2 / 245.3 Desempate Sucesivo,Arena,2021-10-07,/results?id=15183&show=656,656
1225,9,10,Abierta 1.20M,Speed,Arena,2021-10-07,/results?id=15182&show=656,656
1226,10,9,Jinetes B 1.10M,238 2.2 / 245.3 Desempate Sucesivo,Arena,2021-10-07,/results?id=15181&show=656,656
1227,11,8,Infantiles 1.10M,238 2.2 / 245.3 Desempate Sucesivo,Arena,2021-10-07,/results?id=15180&show=656,656
1228,12,7,A) Abierta 1.10M B) Libre 1.10M,Speed,Arena,2021-10-07,/results?id=15179&show=656,656
1229,13,6,Infantil B 1.00M,238 2.2 / 245.3 Desempate Sucesivo,Arena,2021-10-07,/results?id=15178&show=656,656
1230,14,5,Jinetes C 1.00M,238 2.2 / 245.3 Desempate Sucesivo,Arena,2021-10-07,/results?id=15177&show=656,656
1231,15,4,A) Abierta 1.00M / B) Libre 1.00M,Speed,Arena,2021-10-07,/results?id=15176&show=656,656
1232,16,3,Preinfantil 0.90M,Tiempo Ideal,Arena,2021-10-07,/results?id=15175&show=656,656
1233,17,2,Jinetes D 0.90M,Speed,Arena,2021-10-07,/results?id=15174&show=656,656
1234,18,1,A)Abierta 0.80M /B)Libre 0.80M,Tiempo Ideal,Arena,2021-10-07,/results?id=15173&show=656,656
1235,19,10,A) Juvenil 1.30M /B) Abierta 1.30M,Speed,Arena,2021-09-07,/results?id=15172&show=656,656
1236,20,9,Fei Challenge Categoria A,Dos Recorridos Art. 273.3.3.2,Arena,2021-09-07,/results?id=15171&show=656,656
1237,21,8,Abierta 1.20M,Speed,Arena,2021-09-07,/results?id=15170&show=656,656
1238,22,7,Fei Challenge Categoria B,Dos Recorridos Art. 273.3.3.2,Arena,2021-09-07,/results?id=15169&show=656,656
1239,23,6,Novicios 1.10M,Art. 238.1.1,Arena,2021-09-07,/results?id=15168&show=656,656
1240,24,5,A)Abierta 1.10M B)Libre 1.10M,Speed,Arena,2021-09-07,/results?id=15167&show=656,656
1241,25,4,Fei Challenge Categoria C,Dos Recorridos Art. 273.3.3.2,Arena,2021-09-07,/results?id=15166&show=656,656
1242,26,3,Prenovicios 1.00M,Art. 238.1.1,Arena,2021-09-07,/results?id=15165&show=656,656
1243,27,2,A)Abierta 1.00M B) Libre 1.00M,Speed,Arena,2021-09-07,/results?id=15164&show=656,656
1244,28,1,A) Abierta / B) Libre 0.90,Tiempo Ideal,Arena,2021-09-07,/results?id=15163&show=656,656
1245,0,0,Non-competing,Training,,2021-11-07,/results?id=15239&show=655,655
1246,1,9,1.45m Gran Premio Maeza,Baremo A C.C. y Desempate 238 2.2,1,2021-11-07,/results?id=15105&show=655,655
1247,2,8,1.35m Trofeo Oquendo,Baremo A C.C. 238 2.1,1,2021-11-07,/results?id=15104&show=655,655
1248,3,7,1.25m Trofeo Ecuestre,Baremo A C.C. 238 2.1,1,2021-11-07,/results?id=15103&show=655,655
1249,4,0,Non-competing,Training,,2021-10-07,/results?id=15238&show=655,655
1250,5,6,1.40m Trofeo CaixaBank,Baremo A C.C. 238 2.1,1,2021-10-07,/results?id=15102&show=655,655
1251,6,5,1.35m Trofeo Suzuki,Baremo A C.C. y Desempate 238 2.2,1,2021-10-07,/results?id=15101&show=655,655
1252,7,4,1.25m Trofeo SER Radio Asturias,Dos Fases 274.1.5.3,1,2021-10-07,/results?id=15100&show=655,655
1253,8,0,Non-competing,Training,,2021-09-07,/results?id=15236&show=655,655
1254,9,3,1.45m Trofeo Ascor,Dos Fases 274.1.5.3,1,2021-09-07,/results?id=15099&show=655,655
1255,10,2,1.35m Trofeo ClipMyHorse.TV,Dos Fases 274.1.5.3,1,2021-09-07,/results?id=15098&show=655,655
1256,11,1,1.25m Trofeo Comarca de la Sidra,Baremo A C.C. 238 2.1,1,2021-09-07,/results?id=15097&show=655,655
1257,12,0,Vet Inspection,Training,,2021-08-07,/results?id=15234&show=655,655
1258,0,37,A Paraecuetre Grado 2,Training,Principal,2021-09-07,/results?id=15210&show=652,652
1259,1,36,Paraecuestre Grado 1,Training,Principal,2021-09-07,/results?id=15209&show=652,652
1260,2,35,A Prueba Completa 1*,Training,Principal,2021-09-07,/results?id=15208&show=652,652
1261,3,34,A Prueba Completa CCN 100,Training,Principal,2021-09-07,/results?id=15207&show=652,652
1262,4,33,A Prueba Completa CCN 90,Training,Principal,2021-09-07,/results?id=15206&show=652,652
1263,5,32,A Prueba Completa CCN 80,Training,Principal,2021-09-07,/results?id=15205&show=652,652
1264,6,31,A Prueba Completa CCN 60,Training,Principal,2021-09-07,/results?id=15204&show=652,652
1265,7,30,A Big Tour,FEI Seniors Grand Prix,Principal,2021-09-07,/results?id=15203&show=652,652
1266,8,29,Medium Tour,FEI Seniors Intermediate II,Principal,2021-09-07,/results?id=15202&show=652,652
1267,9,28,A Young Riders,FEI YR Team Competition,Principal,2021-09-07,/results?id=15201&show=652,652
1268,10,27,A Nivel IV,4th Level T2,Principal,2021-09-07,/results?id=15200&show=652,652
1269,11,26,A Nivel III / Libre,3rd Level T2,Principal,2021-09-07,/results?id=15199&show=652,652
1270,12,25,A Nievel II / Libre,2nd Level T2,Principal,2021-09-07,/results?id=15198&show=652,652
1271,13,24,A Nivel I / Libre,1st Level T2,Principal,2021-09-07,/results?id=15197&show=652,652
1272,14,23,A Infantil,FEI Children Team Competition Test,Principal,2021-09-07,/results?id=15196&show=652,652
1273,15,22,A Introductoria Mayor,Training T2,Principal,2021-09-07,/results?id=15195&show=652,652
1274,16,21,A Introductoria Menor,Training T2,Principal,2021-09-07,/results?id=15194&show=652,652
1275,17,20,A Pre Infantil,Training T2,Principal,2021-09-07,/results?id=15193&show=652,652
1276,18,19,A Jinetes Debutantes,Training T2,Principal,2021-09-07,/results?id=15192&show=652,652
1277,19,18,A Caballos Debutantes,Training T2,Principal,2021-09-07,/results?id=15162&show=652,652
1278,20,17,A Juveniles,FEI Junior Team Competition Test,Principal,2021-09-07,/results?id=15161&show=652,652
1279,21,16,A Small Tour / Libre,FEI Prix St. George,Principal,2021-09-07,/results?id=15160&show=652,652
1280,22,15,A Big Tour,FEI Seniors Grand Prix,Principal,2021-08-07,/results?id=15159&show=652,652
1281,23,14,A Medium Tour,FEI Seniors Intermediate I,Principal,2021-08-07,/results?id=15158&show=652,652
1282,24,13,A Young Riders,FEI YR Team Competition,Principal,2021-08-07,/results?id=15157&show=652,652
1283,25,12,A Nivel IV / Libre,4th Level T2,Principal,2021-08-07,/results?id=15156&show=652,652
1284,26,11,A Nivel III / Libre,3rd Level T2,Principal,2021-08-07,/results?id=15155&show=652,652
1285,27,10,A Nivel II / Libre,2nd Level T2,Principal,2021-08-07,/results?id=15154&show=652,652
1286,28,9,A Nivel I / Libre,1st Level T2,Principal,2021-08-07,/results?id=15153&show=652,652
1287,29,8,A Infantil,FEI Children Team Competition Test,Principal,2021-08-07,/results?id=15152&show=652,652
1288,30,7,A Introductoria Mayor,Training T2,Principal,2021-08-07,/results?id=15151&show=652,652
1289,31,6,A Introductoria Menor,Training T2,Principal,2021-08-07,/results?id=15150&show=652,652
1290,32,5,A Pre Infantil,Training T2,Principal,2021-08-07,/results?id=15149&show=652,652
1291,33,4,A Jinetes Debutantes,Training T2,Principal,2021-08-07,/results?id=15148&show=652,652
1292,34,3,A Caballos Debutantes,Training T2,Principal,2021-08-07,/results?id=15147&show=652,652
1293,35,2,A Juveniles,FEI Junior Team Competition Test,Principal,2021-08-07,/results?id=15146&show=652,652
1294,36,1,A Small Tour / Libre,FEI Prix St. George,Principal,2021-08-07,/results?id=15145&show=652,652
1295,37,0,Solicitud de Cuadras,Training,Principal,2021-08-07,/results?id=15144&show=652,652
1296,0,B,Horario Domingo,Speed,Horario,2021-04-07,/results?id=15212&show=650,650
1297,1,29 & 30,Novicios Menores y Mayores,Tiempo Ideal,Principal,2021-04-07,/results?id=15089&show=650,650
1298,2,27 & 28,Verticales Menores y Mayores,Tiempo Ideal,Principal,2021-04-07,/results?id=15088&show=650,650
1299,3,26,Abierta 0.80 y U-10,Tiempo Ideal,Principal,2021-04-07,/results?id=15087&show=650,650
1300,4,25,Caballos 1er Año,Tiempo Ideal,Principal,2021-04-07,/results?id=15086&show=650,650
1301,5,24,Abierta 0.90 y Pre-Infantil,238 2.2 / 245.3 Desempate Sucesivo,Principal,2021-04-07,/results?id=15085&show=650,650
1302,6,23,Abierta 1.00 y U-14,238 2.2 / 245.3 Desempate Sucesivo,Principal,2021-04-07,/results?id=15084&show=650,650
1303,7,22,Elite 1.45,Jump Off,Principal,2021-04-07,/results?id=15074&show=650,650
1304,8,21,Abierta 1.30,Jump Off,Principal,2021-04-07,/results?id=15073&show=650,650
1305,9,20,Caballos de 7 Años,Jump Off,Principal,2021-04-07,/results?id=15072&show=650,650
1306,10,19,Abierta 1.20 y Juvenil,238 2.2 / 245.3 Desempate Sucesivo,Principal,2021-04-07,/results?id=15071&show=650,650
1307,11,18,Caballos de 6 Años,Jump Off,Principal,2021-04-07,/results?id=15070&show=650,650
1308,12,17,Campeonato El Cortijo Abierta 1.10 e Infantil,238 2.2 / 245.3 Desempate Sucesivo,Principal,2021-04-07,/results?id=15069&show=650,650
1309,13,16,Caballos 2do Año,Art. 238.1.1,Principal,2021-04-07,/results?id=15068&show=650,650
1310,14,A,Horario Sabado,Speed,Horario,2021-03-07,/results?id=15211&show=650,650
1311,15,15,Caballos 2do Año,Art. 238.1.1,Principal,2021-03-07,/results?id=15067&show=650,650
1312,16,14,Campeonato El Cortijo Abierta 1.05,Speed,Principal,2021-03-07,/results?id=15066&show=650,650
1313,17,13,Caballos de 6 Años,Jump Off,Principal,2021-03-07,/results?id=15065&show=650,650
1314,18,12,Abierta 1.15,Speed,Principal,2021-03-07,/results?id=15064&show=650,650
1315,19,11,Caballos de 7 Años,Jump Off,Principal,2021-03-07,/results?id=15063&show=650,650
1316,20,10,Abierta 1.25,Speed,Principal,2021-03-07,/results?id=15062&show=650,650
1317,21,9,Abierta 1.40,Speed,Principal,2021-03-07,/results?id=15061&show=650,650
1318,22,8,Abierta 0.95,Speed,Principal,2021-03-07,/results?id=15060&show=650,650
1319,23,7,Abierta 0.85,Speed,Principal,2021-03-07,/results?id=15059&show=650,650
1320,24,6,Abierta 0.80,Tiempo Ideal,Principal,2021-03-07,/results?id=15058&show=650,650
1321,25,5,Caballos de 1er Año,Tiempo Ideal,Principal,2021-03-07,/results?id=15057&show=650,650
1322,26,3 & 4,Verticales Menores y Mayores,Tiempo Ideal,Principal,2021-03-07,/results?id=15056&show=650,650
1323,27,1 & 2,Novicios Menores y Mayores,Tiempo Ideal,Principal,2021-03-07,/results?id=15055&show=650,650
